size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,3.6802009439895755e-8,4.049426416408153e-8,3.886688307308539e-8
1,1048576,3.6824316724803907e-6,3.6847966884412386e-6,3.6834286118586634e-6
2,1048576,3.893792108300431e-6,3.895347735261012e-6,3.89448137363968e-6
4,1048576,3.95512354844918e-6,3.957663291309643e-6,3.956203619370768e-6
8,1048576,4.012782927276248e-6,4.015220618880377e-6,4.013929430043972e-6
16,1048576,5.2660275431382075e-6,5.267850186951861e-6,5.266850813423485e-6
32,1048576,5.265168373513873e-6,5.267521379970219e-6,5.266251598426419e-6
64,1048576,5.5818751554248536e-6,5.5839730630502515e-6,5.583065137662602e-6
128,1048576,5.898289931582923e-6,5.900286833115942e-6,5.89921997545817e-6
256,1048576,6.44148892137153e-6,6.443670086175857e-6,6.44246542316762e-6
512,1048576,7.48279314000122e-6,7.487698946873067e-6,7.486016465704792e-6
1024,1048576,7.997785796520773e-6,8.000798893847971e-6,7.999160538035843e-6
2048,524288,9.049192620569357e-6,9.051620922129189e-6,9.050300440044401e-6
4096,262144,1.01105230827514e-5,1.0112687052199476e-5,1.0111465837958633e-5
8192,131072,1.2078136546023188e-5,1.208070349534296e-5,1.2079253324914774e-5
16384,65536,1.57880892288631e-5,1.5790267063664487e-5,1.5789043891656362e-5
32768,32768,2.34956615088322e-5,2.3499015092909303e-5,2.349738927787115e-5
65536,16384,4.400999549147855e-5,4.402127454739002e-5,4.401745998272588e-5
131072,8192,9.684933749554148e-5,9.686800080999092e-5,9.685987901519866e-5
262144,4096,0.00019016017330386603,0.0001901865156241911,0.0001901746425723161
524288,2048,0.0003356563313445804,0.0003357296061494708,0.0003357072745799883
1048576,1024,0.0006456748499203968,0.0006457380407027813,0.0006457163909772135
2097152,512,0.0012711998938357283,0.0012713524220089312,0.0012712719342857781
