size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,3.7136240005489613e-8,4.536899280549147e-8,3.93907992243797e-8
1,1048576,1.1629229431152215e-6,1.166549159050035e-6,1.164568240880944e-6
2,1048576,1.162320261001479e-6,1.1658687772747083e-6,1.1638411492704755e-6
4,1048576,1.16049209308645e-6,1.164025865554627e-6,1.1619853473901465e-6
8,1048576,1.1544761409762605e-6,1.1580624752044504e-6,1.1559895212053606e-6
16,1048576,1.1631074838646217e-6,1.1666165647502674e-6,1.1646007543802056e-6
32,1048576,1.1950462226863666e-6,1.1983649120337484e-6,1.1965028263330997e-6
64,1048576,1.1787628898618713e-6,1.1820510311120803e-6,1.1801965758801614e-6
128,1048576,1.7910109405508812e-6,1.7945074195873947e-6,1.792612025260988e-6
256,1048576,2.8176051244738483e-6,2.8207632102970666e-6,2.8190766224860444e-6
512,1048576,2.2043265161526195e-6,2.2074646091447896e-6,2.2058218850493505e-6
1024,1048576,2.3503419694902375e-6,2.354509943963126e-6,2.3520534377103814e-6
2048,524288,2.8533982448578958e-6,2.8572027282728794e-6,2.855049321889995e-6
4096,262144,4.2726746025093545e-6,4.275920131682377e-6,4.274013236283597e-6
8192,131072,7.168776466365132e-6,7.172728981013227e-6,7.170674788952226e-6
16384,65536,6.042849273684521e-6,1.1300543884277029e-5,7.3589575719842876e-6
32768,32768,8.302586822509493e-6,1.6213976898172546e-5,1.0300185880660303e-5
65536,16384,1.6692211975091135e-5,3.142854943846869e-5,2.056338830947992e-5
131072,8192,3.1973773803712757e-5,5.4812739135739596e-5,3.7812752456666985e-5
262144,4096,0.00010182255249021385,0.00010190669946287534,0.00010187205699157718
524288,2048,0.00019941468310542484,0.00019961506640624356,0.0001994858999328573
1048576,1024,0.00038932915039071106,0.00039017150097658826,0.0003896064093627939
2097152,512,0.000790116314453089,0.0007936370605468313,0.0007912774320068387
