size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,3.7732727050797625e-8,4.196766567229301e-8,3.938186901807348e-8
1,1048576,3.8815172080995075e-6,3.8854021892548065e-6,3.884428072869914e-6
2,1048576,3.7163891353607257e-6,3.7201468448641983e-6,3.7192097628714385e-6
4,1048576,3.6968176422112934e-6,3.7006812658292606e-6,3.6996622496245865e-6
8,1048576,3.686708051681541e-6,3.690448428154676e-6,3.68947785127157e-6
16,1048576,1.027994650173246e-5,1.0284113780019737e-5,1.0281826313734212e-5
32,1048576,1.0491718592638134e-5,1.049503990936328e-5,1.0492963847457754e-5
64,1048576,1.4203640609735248e-5,1.4206855800628076e-5,1.4204974561511652e-5
128,1048576,1.201289506435238e-5,1.2016778655052838e-5,1.201472629803483e-5
256,1048576,1.2894480233190632e-5,1.289779641629425e-5,1.2895866844892258e-5
512,1048576,1.3760971225741829e-5,1.3764771131508636e-5,1.3762803427338916e-5
1024,1048576,1.4187535922051831e-5,1.419096900176534e-5,1.418898870646992e-5
2048,524288,1.3655696613316514e-5,1.3658729564667492e-5,1.3657046828149148e-5
4096,262144,2.0034661277779434e-5,2.0037917335498834e-5,2.003610579013574e-5
8192,131072,2.272955498507144e-5,2.2732853492712945e-5,2.273098953437382e-5
16384,65536,2.9518515335110384e-5,2.9521771636959208e-5,2.9519983834277433e-5
32768,32768,3.948139208983983e-5,3.948478750601808e-5,3.948301925467792e-5
65536,16384,5.3736377502358774e-5,5.3741388549776066e-5,5.373864556500874e-5
131072,8192,8.90764423829328e-5,8.908895129391275e-5,8.908242152405534e-5
262144,4096,0.00020109170117228042,0.0002011409677736692,0.00020111892150890967
524288,2048,0.00035844819482402923,0.00035850612939461457,0.0003584695937499469
1048576,1024,0.0006871889511715357,0.0006874919365237042,0.0006873107089844493
2097152,512,0.0013488438261724522,0.0013497564257806682,0.001349263796386748
