size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,3.7151639938364435e-8,4.1837885856628415e-8,3.916719156504558e-8
1,1048576,2.260692757606546e-6,2.264725044250212e-6,2.262748545527423e-6
2,1048576,2.4169771623615148e-6,2.4212443790434176e-6,2.4190988479255817e-6
4,1048576,2.3231303691861416e-6,2.327160243988126e-6,2.3252545323372417e-6
8,1048576,1.9702225351343813e-6,1.974339205741378e-6,1.9720936675667143e-6
16,1048576,1.6474381542209128e-6,1.6521598558422055e-6,1.6494568829535132e-6
32,1048576,1.81534826469388e-6,1.8186748161307516e-6,1.8171650900245652e-6
64,1048576,1.6440336856836792e-6,1.6475830173498634e-6,1.6459071757789229e-6
128,1048576,2.547436783790427e-6,2.5514244356149955e-6,2.549578382909265e-6
256,1048576,4.425553186417232e-6,4.4288221225735085e-6,4.427065747559329e-6
512,1048576,4.4972356328952465e-6,4.500973541259023e-6,4.49916395288719e-6
1024,1048576,5.366017871852523e-6,5.370697044376789e-6,5.368584466755029e-6
2048,524288,7.60684398078128e-6,7.61139248085201e-6,7.609389354586785e-6
4096,262144,9.053416461942944e-6,9.059245800033928e-6,9.056529946090738e-6
8192,131072,1.45345340194765e-5,1.45405219268719e-5,1.4538050973890197e-5
16384,65536,8.701568084725701e-6,1.3881004135125386e-5,1.0010144000050518e-5
32768,32768,1.1231682189950147e-5,2.24039692382856e-5,1.4631992811199411e-5
65536,16384,1.7912422668427304e-5,4.1750464111352335e-5,2.5865531387331948e-5
131072,8192,3.215763452145935e-5,8.122707910155486e-5,4.767254891968728e-5
262144,4096,0.00013385570092778326,0.00013392350317379537,0.00013388245863343005
524288,2048,0.0002620734672851323,0.0002622646157226273,0.00026215169592286097
1048576,1024,0.00046488678320305565,0.0004655810048828854,0.00046513716668703745
2097152,512,0.0009089908808592451,0.000912118677734608,0.0009101238322753247
