size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,2.2891678142545442e-7,2.422469186782636e-7,2.3678440761567985e-7
1,1048576,2.542318915367197e-6,2.542736900329676e-6,2.542470895767235e-6
2,1048576,2.511756667136596e-6,2.5119713850011428e-6,2.5118677215575338e-6
4,1048576,2.5119330453872134e-6,2.5120707101817596e-6,2.512003694295904e-6
8,1048576,2.5122831192022604e-6,2.5124245405197135e-6,2.512348917961285e-6
16,1048576,2.5161206951134894e-6,2.516505251883806e-6,2.516402552723874e-6
32,1048576,2.8789693517676695e-6,2.8819494676591376e-6,2.8803393894429155e-6
64,1048576,2.943819088936724e-6,2.944971366882906e-6,2.944367157935842e-6
128,1048576,3.618210882185932e-6,3.6211525983797617e-6,3.619522129655115e-6
256,1048576,3.965812504769584e-6,3.9670405616742666e-6,3.9668001812697745e-6
512,1048576,4.227585723877866e-6,4.2285685749069175e-6,4.22813484036892e-6
1024,1048576,4.857326107974972e-6,4.859844652172527e-6,4.858846372247805e-6
2048,524288,6.2384622707338755e-6,6.242829788204862e-6,6.241430752752972e-6
4096,262144,8.330042793279848e-6,8.336238525389093e-6,8.3338288126003e-6
8192,131072,1.2210522834768176e-5,1.2220936271686064e-5,1.221666443634477e-5
16384,65536,1.9250674606322688e-5,1.925890628050016e-5,1.92553336734785e-5
32768,32768,3.48901138915933e-5,3.490005371093157e-5,3.489649299621579e-5
65536,16384,6.482584326167676e-5,6.483414794922681e-5,6.483074583435265e-5
131072,8192,0.00012321981286628463,0.00012322768847657702,0.00012322301454164599
262144,4096,0.00022587546435551796,0.00022589467260744275,0.00022588802157596198
524288,2048,0.0004397404482422221,0.0004398028696289205,0.00043978235949703034
1048576,1024,0.0008506778789064071,0.0008509220742188572,0.0008508387503662635
2097152,512,0.0016797208808593256,0.001680508738281225,0.0016802134182128878
