size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,2.2644985464559397e-7,2.4221833294646444e-7,2.300461593995884e-7
1,1048576,2.9675164712195112e-6,2.9678785589126733e-6,2.9676494750219273e-6
2,1048576,2.9584917182745585e-6,2.958898190463799e-6,2.9586112081925187e-6
4,1048576,2.967821571830953e-6,2.9684379858618826e-6,2.9680549425148417e-6
8,1048576,9.576809260725128e-6,9.586110983672569e-6,9.583161449833177e-6
16,1048576,9.604660768047779e-6,9.614125557444453e-6,9.610449629660067e-6
32,1048576,9.636187553674347e-6,9.646217762337983e-6,9.643487683536067e-6
64,1048576,9.660998568694623e-6,9.670991376609095e-6,9.668436782211964e-6
128,1048576,9.7226893753799e-6,9.732294107944739e-6,9.729597282986946e-6
256,1048576,1.1162694664168527e-5,1.1173193064095699e-5,1.1170216667105715e-5
512,1048576,1.1373529196223586e-5,1.1384619168719468e-5,1.1381089792039667e-5
1024,1048576,1.2524746439313006e-5,1.2532962675670944e-5,1.2528841566966653e-5
2048,524288,1.419530719326545e-5,1.4202302019761248e-5,1.4198371433571388e-5
4096,262144,1.4972977353977512e-5,1.4983224138731543e-5,1.4977701679019795e-5
8192,131072,1.7883983336020037e-5,1.7893730994700263e-5,1.788856482409784e-5
16384,65536,2.2279272844372144e-5,2.2289699202815427e-5,2.228312040752911e-5
32768,32768,2.859609784877648e-5,2.8608095888671414e-5,2.860135533921948e-5
65536,16384,4.2223512537020724e-5,4.223132782499306e-5,4.2225228913395085e-5
131072,8192,0.00010586655810129741,0.0001058727623330924,0.00010586896971886972
262144,4096,0.00015275197858954925,0.00015275713587925566,0.00015275504353695624
524288,2048,0.00024101200767745468,0.00024101735107251443,0.0002410149429010744
1048576,1024,0.0004208102932352631,0.000420841413870221,0.0004208270320873453
2097152,512,0.0007939437905406521,0.0007940792202134617,0.000794025632217199
