size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,2.269835528423414e-7,2.3435533891280613e-7,2.2902653845635612e-7
1,1048576,2.6267198602880626e-6,2.6275090010408064e-6,2.6271329458260606e-6
2,1048576,2.6127017926924623e-6,2.6137521524915996e-6,2.613215903252142e-6
4,1048576,2.6168282698524337e-6,2.6177886165434927e-6,2.617323197839916e-6
8,1048576,2.666818219365652e-6,2.667567893688272e-6,2.667200101363898e-6
16,1048576,2.5760457107448786e-6,2.5771868821244936e-6,2.576736578663308e-6
32,1048576,2.6718456211938246e-6,2.6724141581890848e-6,2.672221077415493e-6
64,1048576,3.3688108733720412e-6,3.3693905086007447e-6,3.3690991354806687e-6
128,1048576,3.525721481434374e-6,3.5263138045138476e-6,3.5260057456576455e-6
256,1048576,3.7352901909315506e-6,3.7359352620391917e-6,3.7355892229529175e-6
512,1048576,4.076220285753607e-6,4.076634532612644e-6,4.076496920801809e-6
1024,1048576,4.861924666643702e-6,4.862924476878305e-6,4.862644570113872e-6
2048,524288,6.501772690459262e-6,6.5036520249250884e-6,6.50322026873873e-6
4096,262144,8.28258388452241e-6,8.288450884741394e-6,8.287308489340894e-6
8192,131072,1.224784897502218e-5,1.2258482513516356e-5,1.2255634100455381e-5
16384,65536,2.2382736048598417e-5,2.2394268420100616e-5,2.2389633651087593e-5
32768,32768,4.453257326986204e-5,4.4542991489038286e-5,4.453734108711416e-5
65536,16384,7.367722278672773e-5,7.368865423984516e-5,7.368292198428605e-5
131072,8192,0.0001306348684124714,0.00013064768035064844,0.00013064112013694285
262144,4096,0.0002501127335676756,0.000250123083105791,0.00025011717249867615
524288,2048,0.00047483944126724964,0.0004748563952716722,0.0004748502134361843
1048576,1024,0.0009255467589355248,0.000925598782941961,0.0009255852680780663
2097152,512,0.0017545588762004627,0.0017546958333696239,0.0017546452502870125
