size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,2.2624785067648645e-7,2.3413062710808674e-7,2.286487126856862e-7
1,1048576,4.543757227581935e-6,4.544514400794952e-6,4.5443100818720605e-6
2,1048576,4.5329778748381955e-6,4.533475329804304e-6,4.5332470297310135e-6
4,1048576,4.544397843364578e-6,4.5455175432529416e-6,4.545181479714833e-6
8,1048576,4.568336353649727e-6,4.568742001831438e-6,4.568509411329025e-6
16,1048576,4.71068125285079e-6,4.722170338977705e-6,4.7204770169395616e-6
32,1048576,5.185917883121505e-6,5.190480670158593e-6,5.189752157935823e-6
64,1048576,5.216106757188754e-6,5.22253702461839e-6,5.221365564078706e-6
128,1048576,6.0888250670299016e-6,6.099346272048223e-6,6.097715775171819e-6
256,1048576,6.533763905691714e-6,6.540870379545538e-6,6.538899528063524e-6
512,1048576,6.678573288176892e-6,6.684940870638201e-6,6.68334716977248e-6
1024,1048576,7.222324764244448e-6,7.23476985342586e-6,7.23134226623956e-6
2048,524288,9.706678083087894e-6,9.71952378314711e-6,9.715610592764268e-6
4096,262144,1.2805662588988298e-5,1.2812456118282967e-5,1.2810291525666706e-5
8192,131072,1.6413374972046313e-5,1.642634131826526e-5,1.642450366712289e-5
16384,65536,2.5690489369623037e-5,2.5700961757024743e-5,2.5697251273548716e-5
32768,32768,4.6965991060687884e-5,4.697714730639291e-5,4.697000285602826e-5
65536,16384,8.053033008081911e-5,8.054383019384659e-5,8.053688983267193e-5
131072,8192,0.0001444541713055969,0.00014446596571815462,0.00014445935328311066
262144,4096,0.0002536404956572369,0.00025366001909787883,0.0002536518495475093
524288,2048,0.00046063503464210953,0.0004606611759072621,0.00046065099884629035
1048576,1024,0.000893672216534469,0.0008937156844694982,0.0008936984389151803
2097152,512,0.001777984773980279,0.0017780753560145968,0.0017780258527864135
