size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,3.726852226257381e-8,4.991792011261079e-8,3.987069976330003e-8
1,1048576,6.27401351928735e-7,8.725821380616144e-7,8.521094350218728e-7
2,1048576,4.0223921012885137e-7,6.968981761934907e-7,6.674011700153686e-7
4,1048576,3.64465217590512e-7,6.74546267509004e-7,6.41668996810906e-7
8,1048576,3.4803641510015397e-7,6.604069633487908e-7,6.335428481698144e-7
16,1048576,3.4119902706129615e-7,6.588111314774011e-7,6.33872148096547e-7
32,1048576,3.9096107578305537e-7,6.505365056995625e-7,6.316735581160251e-7
64,1048576,3.9886764812469433e-7,6.672557535174027e-7,6.458846757411634e-7
128,1048576,9.812762594219094e-7,9.845787992480203e-7,9.827325331568289e-7
256,1048576,1.524317211151772e-6,1.945686523437957e-6,1.6043016164900517e-6
512,1048576,1.4088451642995946e-6,1.7717904195784174e-6,1.4777166735531736e-6
1024,1048576,1.6040998926154893e-6,1.9787782268531604e-6,1.6844379097816476e-6
2048,524288,2.29977245140104e-6,2.3027685451512317e-6,2.3010807613134266e-6
4096,262144,3.1219652214052636e-6,3.125205257416886e-6,3.1233565506936723e-6
8192,131072,5.300870544434628e-6,5.3151736679091135e-6,5.310699448108924e-6
16384,65536,1.0625422714239535e-5,1.0636464416504071e-5,1.0632321694375022e-5
32768,32768,2.131507086182091e-5,2.1382595489494215e-5,2.1369489894865903e-5
65536,16384,4.2541619262696784e-5,4.269015460204185e-5,4.2654847549439053e-5
131072,8192,8.514534924317389e-5,8.543462304688677e-5,8.534720059967012e-5
262144,4096,0.00017033153344726566,0.00017093028662108246,0.0001707558551177962
524288,2048,0.0003408364482421541,0.0003419720576171639,0.0003416512109069798
1048576,1024,0.0006795314746093489,0.0006806450283203223,0.0006804373698120151
2097152,512,0.0013634190898437412,0.0013672725917968434,0.0013661832564697282
