size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,3.839778900150163e-8,4.1690746307372644e-8,3.9674197733394936e-8
1,1048576,4.915466592788433e-6,4.91862129497555e-6,4.9175721004009085e-6
2,1048576,4.487939704895353e-6,4.491575680733228e-6,4.490333092034008e-6
4,1048576,3.7665446853637893e-6,3.7700382061020812e-6,3.768854630947254e-6
8,1048576,3.7117930393212953e-6,3.71534752273536e-6,3.7140685023668144e-6
16,1048576,3.7186052780141625e-6,3.7221039257025834e-6,3.720912439763426e-6
32,1048576,4.315493244171047e-6,4.318387559889605e-6,4.317669238209983e-6
64,1048576,5.206597529411693e-6,5.209686818122785e-6,5.208485624671064e-6
128,1048576,8.857533826828323e-6,8.862316116331581e-6,8.86046159911315e-6
256,1048576,1.3258135872838548e-5,1.3262896342277612e-5,1.3261058587670254e-5
512,1048576,1.41094731655118e-5,1.4113093611708695e-5,1.4111442429601479e-5
1024,1048576,1.3617789371497585e-5,1.3621853505140679e-5,1.3620098802092384e-5
2048,524288,1.9406803586960778e-5,1.941100468827423e-5,1.940969626581532e-5
4096,262144,2.554625751495466e-5,2.5550878032687787e-5,2.5549396496776494e-5
8192,131072,4.072357698058451e-5,4.073423070529141e-5,4.07323668436993e-5
16384,65536,4.317472698974118e-5,4.317931352232785e-5,4.3178106879235346e-5
32768,32768,5.4283740508997026e-5,5.429174029544879e-5,5.429078820991213e-5
65536,16384,0.0001284688728027542,0.00012848830572509667,0.00012848500524139875
131072,8192,0.00015969827148440766,0.0001597251003417951,0.00015971621787262572
262144,4096,0.0002059951416014845,0.00020608779760742518,0.00020606525369262665
524288,2048,0.0003752995273437476,0.00037550326464855927,0.0003754330440063373
1048576,1024,0.0007422422636722686,0.0007428367080075937,0.0007425911298827737
2097152,512,0.0014573008242184105,0.001459635736328152,0.001458673480590771
