size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,3.713114070893817e-8,4.338535594942939e-8,3.9271250605581125e-8
1,1048576,2.444828742027613e-6,2.44788524723066e-6,2.4463251304626554e-6
2,1048576,2.592012395859037e-6,2.5953347434999793e-6,2.5936352275611445e-6
4,1048576,2.569500940322907e-6,2.5728890762333493e-6,2.571135976612576e-6
8,1048576,2.589745500564479e-6,2.5928713512417992e-6,2.591240608632507e-6
16,1048576,2.5469525423054294e-6,2.550314155579461e-6,2.5485566793083743e-6
32,1048576,2.485554033277981e-6,2.488830085753886e-6,2.4871288894413393e-6
64,1048576,2.0353388366699206e-6,2.038501972197539e-6,2.036805502652858e-6
128,1048576,3.0672742443081603e-6,3.071200080872282e-6,3.069412317574497e-6
256,1048576,3.3712034778585575e-6,3.3743210334785266e-6,3.372642080962758e-6
512,1048576,4.8803470802315096e-6,4.8838036775585245e-6,4.882021203875661e-6
1024,1048576,5.970915888791419e-6,5.9746584692002205e-6,5.972915842235432e-6
2048,524288,7.63741855621266e-6,7.640989608763033e-6,7.639029202699716e-6
4096,262144,5.3085227661313925e-6,5.311882434836008e-6,5.310158675910005e-6
8192,131072,9.334194656390672e-6,9.33792620085662e-6,9.336048684118026e-6
16384,65536,1.0626873031626934e-5,1.063844490051171e-5,1.063404484939224e-5
32768,32768,2.1299637664790993e-5,2.132028979491725e-5,2.1311027311327082e-5
65536,16384,4.264821276857983e-5,4.2696475219752925e-5,4.267461738967541e-5
131072,8192,8.532409704591244e-5,8.543063476569492e-5,8.538059600831039e-5
262144,4096,0.00017069281250002913,0.00017091972314456187,0.00017081549494935618
524288,2048,0.00034108437011712983,0.0003416947875976156,0.0003414667068786653
1048576,1024,0.0006635992998047374,0.0006637791152342837,0.0006636995099487458
2097152,512,0.0012733368691405789,0.0012737432539061538,0.0012735661480712604
