size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,2.62811039924577e-7,2.9427498626707476e-7,2.725438276529391e-7
1,1048576,2.60622030258187e-6,2.6080636396408816e-6,2.6076714718341525e-6
2,1048576,2.5822145471577353e-6,2.5868712158201524e-6,2.5857796106339527e-6
4,1048576,2.5844566183082704e-6,2.5862725915911844e-6,2.5856355365513973e-6
8,1048576,8.28170207023569e-6,8.284864711761746e-6,8.283773907541945e-6
16,1048576,8.320755222320826e-6,8.32470282840939e-6,8.323999154449103e-6
32,1048576,8.292592923163775e-6,8.29735349369205e-6,8.296527456999935e-6
64,1048576,8.293040006636177e-6,8.296098810200605e-6,8.295313092232466e-6
128,1048576,8.339354414940473e-6,8.343512232782935e-6,8.342580680965234e-6
256,1048576,1.0004021946907326e-5,1.000765775584783e-5,1.0006722813488353e-5
512,1048576,1.018710340404744e-5,1.0191031435012882e-5,1.0190255889773894e-5
1024,1048576,1.0985145911219973e-5,1.0988656581874032e-5,1.0987916918039625e-5
2048,524288,1.2803828287133575e-5,1.2807112289420805e-5,1.2806216459269304e-5
4096,262144,1.4397301551825534e-5,1.439965235139096e-5,1.4398963249215485e-5
8192,131072,1.7918716636653787e-5,1.7922675796519082e-5,1.7921285578725605e-5
16384,65536,2.158716955563884e-5,2.1590162033050106e-5,2.158912608717911e-5
32768,32768,2.8158415496846913e-5,2.816031402588055e-5,2.8159659690849188e-5
65536,16384,4.110174475106636e-5,4.1107304626454566e-5,4.110510868074132e-5
131072,8192,7.05730852050123e-5,7.058124670418324e-5,7.057687907408906e-5
262144,4096,0.00013332743603527986,0.00013333683447268319,0.00013333246694951367
524288,2048,0.0002593377231444455,0.0002593530385743281,0.0002593454159545939
1048576,1024,0.0005061170097655637,0.0005061573769531424,0.0005061407287597214
2097152,512,0.0009088067792971666,0.0009089089160151664,0.0009088655229491233
