size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,3.697865946783452e-8,4.0541231705049086e-8,3.8932762638776985e-8
1,1048576,6.831994991962631e-7,6.866309494313327e-7,6.847280279442813e-7
2,1048576,6.811003185891451e-7,6.847744702387359e-7,6.82718087438583e-7
4,1048576,6.823599534300229e-7,6.856998153725868e-7,6.838491344862696e-7
8,1048576,6.689051379460409e-7,6.716015596985869e-7,6.700873258352891e-7
16,1048576,6.495997297850664e-7,6.532004594994589e-7,6.511736973247029e-7
32,1048576,1.0034443544970628e-6,1.0073197556081936e-6,1.0049253818117387e-6
64,1048576,6.831269643292615e-7,6.860455155077716e-7,6.84340334677902e-7
128,1048576,1.2518704133324121e-6,1.261634419824631e-6,1.2579794599204552e-6
256,1048576,1.5136468001220038e-6,1.5231499166379336e-6,1.5201378465168336e-6
512,1048576,1.3508668403883206e-6,1.3616805421001743e-6,1.357478533040024e-6
1024,1048576,2.0536711142771225e-6,2.062467430175019e-6,2.0593332766966066e-6
2048,524288,3.646263971202046e-6,3.6553764868330063e-6,3.651835677409565e-6
4096,262144,4.871588775934299e-6,4.880439865573294e-6,4.876530555697478e-6
8192,131072,8.152021335305903e-6,8.160928524958422e-6,8.156782938750773e-6
16384,65536,1.132923636859573e-5,1.456267904487163e-5,1.2947971402610392e-5
32768,32768,1.4649243723852123e-5,2.3341836325130316e-5,1.899631243507116e-5
65536,16384,2.1050645443665417e-5,3.986050444382272e-5,3.0456580639715014e-5
131072,8192,3.624514624789299e-5,6.897258202798184e-5,5.260971459541963e-5
262144,4096,7.002261077104777e-5,0.00014523389921805574,0.00010763160747018219
524288,2048,0.00024220996579060738,0.00024230665746927116,0.00024226205660937694
1048576,1024,0.0004907007180463552,0.0004911730343337695,0.0004909106149568743
2097152,512,0.0009696534280010383,0.0009708691000014369,0.0009701678453382101
