size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,3.697073869268763e-8,5.143327563850164e-8,3.951362433085581e-8
1,1048576,4.632452699215861e-6,4.639872816625257e-6,4.636779448771722e-6
2,1048576,6.492787492540231e-6,6.500772459672177e-6,6.497290576959469e-6
4,1048576,7.2244705711099755e-6,7.234886392648576e-6,7.230902293681174e-6
8,1048576,8.494169526196416e-6,8.506030039212575e-6,8.501984704534227e-6
16,1048576,8.565788095271643e-6,8.57761933881207e-6,8.573565598676836e-6
32,1048576,8.514365129164148e-6,8.525229775901977e-6,8.521260969715505e-6
64,1048576,8.988936150533533e-6,8.99974841739315e-6,8.995955463608762e-6
128,1048576,9.223331953744918e-6,9.233933792041071e-6,9.230032676665889e-6
256,1048576,1.0280544451068963e-5,1.0292314742699205e-5,1.0288120132470602e-5
512,1048576,1.0837298822785613e-5,1.0848835785948197e-5,1.0844721908070953e-5
1024,1048576,1.2273456265532445e-5,1.2281367656852282e-5,1.2277540479735394e-5
2048,524288,1.3027273554122587e-5,1.3034894876362557e-5,1.3031256236722966e-5
4096,262144,1.567865210549968e-5,1.5689613090508203e-5,1.5685708456891767e-5
8192,131072,1.992921435700623e-5,1.9939377592592678e-5,1.993508062647642e-5
16384,65536,2.6673289337253436e-5,2.668258702342996e-5,2.6677874401359603e-5
32768,32768,4.08257990045513e-5,4.083490377126964e-5,4.0830621278242774e-5
65536,16384,6.96833087943105e-5,6.969549892232862e-5,6.969078021512587e-5
131072,8192,0.00012649234588479885,0.00012649804014586152,0.0001264955858371053
262144,4096,0.00020543611498169412,0.00020544633071040153,0.00020543979834997117
524288,2048,0.00037755824212126754,0.00037761135922664835,0.0003775826039458252
1048576,1024,0.0006513511361845303,0.0006515169181966485,0.000651414813575002
2097152,512,0.001263605405256385,0.001264304677988548,0.001263886211972931
